gene study_attention
4595 8
29966 158
388677 4
3434 59
5876 1
5739 22
84314 2
796 2
84881 3
79818 24
5527 12
2005 6
1522 16
1852 4
51100 36
9628 2
27068 20
56961 1
4241 15
201798 8
55530 37
3440 78
5427 36
81930 13
54531 2
2965 2
3598 1
63893 1
114926 20
2130 4
91749 104
79848 14
5096 2
24144 1
167410 45
10285 24
1877 7
200916 1
4833 1
407738 7
147906 2
133015 3
1025 30
6709 4
339501 4
149297 215
10720 1
123263 11
8078 2
9903 25
645142 1
81888 2
54619 47
27034 1
135 5
63931 4
11120 37
54443 1
131601 18
7169 5
388753 32
8379 3
113802 23
10972 6
1053 1
5936 4
10008 18
4074 3
5910 9
26998 2
170463 19
57462 4
8714 9
2739 2
23253 1
23647 36
8787 1
2774 107
54472 17
26762 1
3912 5
5075 15
196383 9
6346 4
3418 9
23200 3
55657 9
57524 1
1438 3
51714 2
7203 7
51042 71
23207 1
131583 59
7579 8
7633 1
56246 1
5454 13
4017 1
56605 23
7353 4
4490 91
57192 1
29062 6
5368 14
57634 7
118487 7
25960 1
25804 56
129807 33
23646 18
130733 5
22881 16
8623 1
1665 28
7873 12
53407 19
1477 11
9993 9
92017 4
2799 21
8417 4
10749 31
26502 1
10231 7
9158 470
23479 13
8645 85
828 6
55791 1
271 7
10927 1
55790 30
79814 1
643853 69
643641 68
5913 8
404672 6
55175 4
79660 96
55746 1
84915 1
5141 31
5962 1
7203 1
157506 39
55684 4
84944 24
8106 27
6362 18
23443 24
196441 9
79847 15
221613 6
2689 1
23404 16
2309 2
4521 7
23078 9
128239 6
9941 3
2879 7
51154 2
3709 25
93099 1
8761 1
6882 1
4299 12
10992 5
79934 10
83734 26
51337 11
22999 2
50717 47
127255 11
653220 45
653067 1
55152 13
206358 1
1981 77
387640 1
84940 12
8575 2
51073 33
2954 9
57489 2
84838 1
1946 47
55799 33
26052 18
1261 141
4050 7
3808 27
8131 2
57092 7
79856 1
27031 2
8822 50
4796 43
9902 60
10667 5
222826 18
145864 90
166379 3
7411 1
6506 10
8727 2
317762 66
55605 9
148254 27
8991 1
23293 14
9821 15
203 5
339768 14
4345 30
5431 27
1196 2
79672 43
143187 1
9114 2
84439 58
54879 10
3965 6
345079 9
245972 9
344387 1
124641 28
285180 40
23030 50
3784 2
5827 33
7739 1
55608 1
8976 7
116071 1
118427 25
9555 80
5511 1
125950 16
79812 3
55008 15
5518 73
165721 236
23111 42
1558 62
112869 54
121601 46
8447 3
7259 11
4257 35
11277 21
80270 2
3233 19
51364 9
55629 68
728269 6
4108 22
113251 8
4632 1
6836 11
1456 2
725 4
145781 7
80324 32
51315 27
51710 26
527 24
2237 111
8941 77
58157 5
51206 2
57801 10
567 46
2950 8
57585 258
92999 5
760 36
79966 69
10101 1
10051 102
728378 4
93643 1
26097 13
9709 64
55065 1
54998 1
2745 1
58491 5
202051 2
6396 5
5780 16
160364 13
23433 2
23473 2
151011 4
4354 14
552900 17
654483 38
1981 29
23082 1
28999 144
7417 25
56956 76
80342 13
65220 68
10826 11
89970 45
55156 2
51107 144
9829 10
7258 10
728137 1
100289087 6
79056 1
25900 12
55621 1
163071 8
6010 5
55144 57
6759 4
548313 12
145942 7
169792 3
5683 2
1356 1
5648 8
7376 1
6188 18
1180 2
4103 29
121256 5
8434 2
51209 11
7060 1
19 18
80139 5
284904 9
374877 54
54534 7
79677 8
6368 1
9702 7
124045 26
85012 18
9100 33
8195 5
1149 7
6613 5
5294 1
80818 8
3067 14
81545 2
100131755 29
253461 21
11061 19
23609 1
54504 8
51141 2
56984 15
9550 88
4745 10
84923 40
2944 2
168455 17
55789 17
2195 2
3356 4
2720 1
9088 101
4720 27
84873 9
6829 1
7474 17
9874 17
252969 12
1293 32
388698 27
374308 1
23002 79
6535 21
8926 21
604 10
2878 3
467 56
60685 3
51375 2
51720 4
92344 24
138311 12
84280 9
2683 34
8829 7
121274 5
81491 1
8747 1
9826 4
607 29
64799 1
64427 39
2 9
1719 2
399823 72
80117 3
4054 1
6711 11
4978 2
81566 46
205860 46
6783 20
331 33
7461 1
284340 1
83752 13
695 11
257407 1
84340 20
79087 12
9204 11
23308 63
126068 10
83758 20
79807 1
55603 45
2770 18
219557 16
133383 6
79585 44
670 2
8505 45
4680 11
29105 9
7511 86
51399 2
342909 17
10208 1
64168 1
6142 18
6341 17
56998 26
5955 38
7776 1
694 46
4810 26
8480 1
5754 1
116236 2
157869 11
23345 5
332 17
54758 1
202243 25
4072 28
285331 86
222865 2
27122 14
292 15
140730 56
5187 1
3972 3
11000 26
23767 44
6595 3
4793 47
2766 6
54776 43
55891 13
10410 82
65244 19
5441 3
51289 1
4935 42
5738 112
166824 8
27077 11
57057 72
54059 3
84790 19
100423062 65
55054 1
10146 27
9908 8
9612 2
11222 5
117177 12
153918 4
340277 15
93611 11
4302 20
2574 49
645037 14
23386 11
51606 55
493753 25
5317 1
22895 6
3299 1
328 2
4593 3
283337 8
26147 1
100861412 10
25788 90
8125 1
26298 2
2042 32
57001 5
11022 19
4005 34
221322 48
94086 5
9507 14
65057 16
1938 5
23143 5
969 8
389524 37
116028 30
84647 11
64320 1
22876 1
84836 4
117143 2
9651 65
5433 6
7088 42
132001 1
23331 16
375056 9
9451 10
23086 57
162 60
913 15
54949 12
4053 1
7378 8
128602 2
32 19
4170 1
55599 61
339229 18
79697 57
84747 16
85013 9
140706 272
127829 4
388 1
506 58
5663 40
375791 1
5036 73
79707 5
10794 24
55969 10
9372 16
92346 17
5210 65
6789 32
8996 2
79084 1
374946 25
7091 1
839 2
55170 53
10725 9
6271 69
116843 1
25824 30
56891 1
9123 41
11230 4
7851 27
57147 25
56130 6
79980 2
9812 2
9370 1
55357 28
54541 18
285195 2
345274 5
494470 2
23205 7
64430 9
6830 1
518 9
58158 18
339416 31
2947 3
22937 4
55036 34
5686 1
9961 6
83637 10
5819 1
47 1
3441 28
9986 20
2888 1
92181 18
727857 107
8106 1
8814 53
5870 2
8600 1
375298 2
57125 1
6832 36
8689 11
23507 7
1058 3
2804 62
51764 3
3982 2
55739 11
79675 13
26065 1
57535 11
479 1
25814 20
3839 7
79053 27
118490 33
124930 37
54785 1
92745 26
344658 37
359787 4
9830 7
7159 5
49854 9
84073 21
4841 18
5192 1
3131 1
790955 27
6651 65
83988 4
140831 80
3117 20
100131303 32
9528 9
7145 1
2021 6
7290 19
10239 1
29800 30
6201 4
80829 3
253725 13
5493 1
390321 8
400629 1
1639 117
7917 1
81030 41
54859 1
386678 4
4811 16
339327 51
8934 56
85369 4
54800 1
282991 1
151112 1
55037 6
338785 1
125972 28
55313 22
51225 6
9410 1
9633 3
9112 69
84218 8
8224 52
5655 4
3087 2
58538 1
4641 81
100129239 1
100133053 3
57533 3
374407 59
8728 10
15 87
51079 8
1376 17
1974 20
9956 52
9898 1
51339 18
4851 7
3579 39
167838 7
28972 8
57722 1
30815 11
10519 14
6857 34
80755 1
100885850 4
29893 15
142683 3
1662 33
5050 32
283229 16
91582 22
10721 2
290 17
2170 31
2987 1
4091 2
339221 29
84306 75
221443 1
60370 8
10212 11
29103 50
6341 40
84070 1
9227 13
6631 3
60412 26
27232 40
64147 7
9732 66
51702 2
9912 14
5571 10
5698 57
389421 1
5093 2
55351 23
145508 4
140901 19
643236 5
10970 2
3306 75
158234 3
2662 26
23424 1
23034 1
1537 26
26122 20
149420 39
10346 8
55662 1
3777 14
221481 1
254956 5
23216 1
64215 21
10913 7
27113 58
28964 3
10678 18
200186 7
5902 3
2051 94
9732 1
9064 42
7421 38
54809 53
84304 5
6584 1
51193 18
11216 16
5406 36
6252 2
51360 136
9491 30
1017 1
4759 4
158405 33
11228 12
7345 44
6596 1
8517 10
140870 7
23362 47
146206 18
919 18
23012 5
26155 18
10209 16
83648 15
94081 209
11269 6
6607 13
6606 23
64805 2
26206 83
84193 1
64928 12
80341 19
219899 4
2002 7
6340 1
4929 22
694 1
8911 1
64151 6
10246 21
169834 1
79000 33
26049 9
54535 20
1549 26
7448 42
57678 38
89885 7
1161 64
85413 27
6530 18
10057 3
5599 5
3487 22
131669 8
254950 38
2251 12
5062 2
2660 37
5672 10
4676 2
152006 7
60468 18
387129 6
84938 11
185 22
9913 141
4626 124
25870 504
5306 70
9399 34
54600 31
6210 53
84455 41
57223 7
54058 13
401505 173
389206 8
3853 75
285753 3
262 1
56001 2
728343 15
127602 1
30011 10
571 101
6615 5
83460 1
150472 1
1944 1
1398 26
7869 49
6229 13
8266 45
596 63
4154 12
5774 1
8563 46
25834 4
1107 60
9518 9
283578 10
729967 2
55425 144
7768 12
8525 1
5981 3
51340 42
79783 8
25938 3
7408 4
9338 31
49855 7
112 1
7143 25
89884 1
205 1
23241 22
92703 47
2162 1
9355 1
29093 10
1469 3
51090 8
54361 19
192669 4
57608 11
3604 1
1052 13
90313 20
415116 25
26751 9
26056 3
9043 24
647087 62
85397 21
55719 45
2006 7
10910 34
149076 1
4205 29
6045 1
64216 25
9749 20
3191 8
9377 4
5696 1
9870 52
4487 37
9787 76
139628 33
25884 24
3189 4
55182 79
55740 4
1600 9
3300 12
64431 34
2778 117
9946 19
50486 7
23480 1
22906 3
115827 7
57622 2
55521 22
1108 33
6793 4
60509 13
80777 8
54741 6
11148 8
5010 21
171568 27
8973 4
10048 20
5875 47
2648 21
254910 9
403313 4
5281 1
284131 4
57474 198
1729 1
389549 9
6591 11
482 38
8161 9
7026 2
9245 1
257101 18
26508 39
29966 16
126119 50
26231 6
55049 71
4689 25
1174 88
51773 7
122809 1
84307 68
6155 45
8988 2
57132 3
1152 2
80271 4
54867 15
5984 23
56993 1
22977 174
10844 1
9394 26
2009 12
1797 17
3640 5
3242 75
6327 20
27107 60
27101 11
84545 26
84669 21
51574 1
4698 145
29100 38
10610 82
6059 12
92002 3
9782 1
2889 13
64131 4
996 1
8491 26
51132 41
147372 163
79939 15
9837 2
257236 30
55127 1
10540 14
84662 24
9616 1
904 3
7818 10
64856 8
80745 13
221937 14
26085 23
2022 3
79949 30
5090 60
285679 5
8321 114
55148 1
84914 4
283149 94
51513 62
9420 17
133746 52
22914 1
100528032 18
6169 12
11043 55
284184 65
2629 1
90957 7
90627 106
6509 2
55660 1
118881 15
145376 10
150921 1
129531 54
26735 31
4063 7
26164 19
203238 10
8287 19
24148 24
699 10
7905 6
388743 9
26064 200
91689 2
4493 7
342510 12
5251 34
3005 28
94104 6
10943 3
8328 8
5727 1
254065 22
8314 4
176 1
4508 1
102157402 26
94 1
148789 13
100272147 21
80185 22
5118 5
4661 22
80727 1
581 17
2953 2
64421 9
3191 34
54812 2
132014 1
122416 178
7518 1
284001 21
973 16
254428 45
51530 38
338599 2
10166 1
257062 1
6422 2
1672 2
2824 1
145482 4
126231 154
146845 103
5352 43
4192 9
22949 52
10188 175
28978 1
55572 2
5431 187
117584 49
1822 84
47 6
8869 25
55297 2
25963 6
255231 6
121665 1
2650 4
51028 1
7940 2
55558 3
57486 4
3093 29
164656 51
2010 1
4152 7
9183 7
3628 180
3216 2
54943 60
7306 2
55998 97
83707 12
79947 28
64855 1
5311 5
83606 62
79748 3
3737 1
90835 24
27296 71
2332 1
90594 85
5256 4
84301 5
152404 42
29066 21
7481 44
63826 16
8718 15
1645 72
10205 14
29935 3
6779 9
2941 7
51669 11
5914 5
8356 1
8351 11
8350 37
8968 6
8355 17
8357 2
8354 6
8353 1
8352 1
8358 83
688 29
158809 1
51637 53
51096 9
246184 1
27005 41
283375 62
6000 1
387 23
9491 1
9813 5
9493 256
10436 20
9229 1
55553 1
63917 42
55179 3
660 47
84807 50
26022 1
23030 34
71 126
10885 4
1990 1
23113 13
6168 39
11117 4
7919 17
22847 1
8767 11
64708 35
8818 40
283232 30
80273 5
6547 36
57687 43
145497 7
83895 16
4784 4
217 59
9887 14
63925 13
10124 3
337963 9
1819 2
4176 24
4634 39
16 49
1468 14
25994 4
157753 1
5314 2
166 5
157378 27
3028 3
10361 1
23240 6
23277 20
125965 41
222484 1
4776 8
11314 13
55768 6
9040 59
6041 2
3995 33
4289 87
139728 11
51076 16
349334 1
50837 46
26284 3
159686 6
29992 2
65263 15
83930 36
136371 14
144406 72
57379 10
79717 27
51027 50
8214 1
252839 140
4722 1
6427 1
23397 41
25791 10
4854 2
10945 9
7169 2
10135 6
115201 16
55002 16
10695 65
167465 2
54606 5
26986 2
7276 57
54816 2
4885 14
4353 16
9363 10
115286 12
100861540 3
1551 56
23344 22
9943 34
55818 64
4221 55
8792 8
6870 1
79714 33
9110 1
144097 1
55622 34
80737 6
114803 5
150274 3
84444 1
10025 96
5394 42
57693 7
8927 5
79642 20
10635 2
79269 18
3809 7
337959 13
9824 4
9969 11
116369 12
84844 12
51239 36
55114 1
80746 18
65062 28
347 1
6744 3
64786 3
23594 38
8517 47
23624 146
117145 11
51706 51
285521 11
367 10
23582 14
56922 8
6715 2
58509 58
343450 11
255394 2
1176 1
53834 4
54986 44
146456 55
6005 1
9470 1
2352 25
29083 1
89845 20
23077 10
63979 160
25839 12
129446 1
9184 3
23335 2
51639 13
79734 14
8216 8
940 23
6129 6
83640 3
266629 6
202374 77
3726 1
6871 47
9388 24
4867 1
85409 71
342096 14
51765 3
150365 76
27071 1
4798 1
221895 11
10015 5
375061 54
94235 6
26580 5
4644 12
9796 126
84640 3
10475 4
89122 2
4212 15
54836 9
51309 1
375612 249
3454 24
197257 1
57538 66
27230 13
4061 5
51258 1
1213 113
215 48
838 1
5621 6
130557 26
5657 1
5428 2
7029 21
2912 1
26278 5
51604 8
80014 1
153657 56
1012 82
10856 76
10923 4
11214 50
169714 5
7593 1
25904 8
7347 1
1010 21
84634 1
2624 9
54540 71
57547 1
4900 4
6419 2
26287 4
5129 2
441376 5
6199 15
84283 8
3035 8
56158 3
9889 1
5737 17
404552 1
5153 21
3831 1
57169 49
159989 1
5725 21
7048 2
54987 6
337971 10
7270 2
701 30
9464 150
4779 197
162333 24
9899 32
51196 18
1845 26
23464 10
10210 2
7171 6
153328 10
503497 4
54898 5
2247 1
79699 9
143879 14
164312 44
55196 2
80318 39
2000 29
6843 23
8715 2
144983 5
5528 6
3034 84
123016 34
1508 3
2323 13
7072 19
54802 1
23531 16
5733 19
201562 9
10130 2
4014 32
113246 18
8148 48
9371 1
55135 1
6157 19
55336 35
23683 4
343990 10
55954 5
26130 3
84859 2
51504 5
202018 2
25972 12
364 31
158983 1
8464 78
4718 1
8522 3
155368 1
115352 4
196441 277
476 21
343069 12
5316 10
5562 3
9562 5
3048 20
2117 7
11313 1
43 7
4139 1
146664 8
8895 25
6862 9
64755 25
1627 62
81929 463
1362 4
51411 8
26130 40
51608 17
8314 24
92014 26
7556 45
9694 6
55702 69
84365 44
1182 3
55151 1
27348 24
54847 8
5947 2
83549 15
641654 9
50628 19
10040 112
6227 10
117247 5
8882 89
6781 21
50813 16
8778 7
8621 130
4160 60
10863 56
65985 15
55893 56
57514 51
9762 2
5568 66
3190 46
81833 6
3603 6
6193 2
2122 39
5777 15
9466 3
6837 39
5159 26
10691 1
10576 8
83998 7
54820 12
201973 1
9296 1
1616 8
196294 13
91647 32
6891 19
10469 5
9586 1
261726 360
148170 35
30012 188
84991 4
7036 9
91966 4
284338 1
22818 3
389119 68
50804 1
90427 1
6536 6
118738 7
729440 19
26253 51
9374 11
57471 18
2193 48
6047 1
9636 17
3985 1
112937 11
375 39
10013 6
1447 14
9046 17
924 3
696 5
7257 1
280 31
10178 3
84230 32
84620 16
752014 17
79676 179
2911 55
10632 29
9201 22
83446 30
100288797 3
91179 31
64769 4
53840 21
2907 14
116143 38
150946 28
170082 9
23246 77
10220 121
468 52
51142 3
10266 5
23218 8
3607 12
10613 1
6691 1
11127 32
388611 20
347365 7
57728 28
93233 6
57565 1
54620 35
7050 28
4921 10
9683 11
115557 1
246329 4
8667 738
51135 22
5283 33
1909 65
2201 25
6433 4
5148 1
5284 13
51661 32
56474 8
84109 76
3313 18
113612 27
84153 2
84950 14
7058 3
23567 1
53349 15
25778 19
6594 159
90332 81
55833 48
26146 1
3661 19
60488 310
114757 3
3109 29
4155 1
139562 20
3663 20
5597 1
9935 77
1937 128
29108 26
537 5
11020 1
4363 15
780 8
57484 12
144402 37
26024 22
25906 2
2925 34
2146 5
55365 69
54682 2
113878 11
10681 8
4849 1
2176 1
10592 49
6999 1
3632 30
9344 37
84000 1
55466 5
84269 63
51650 3
1678 36
84722 50
5883 13
114899 1
5515 4
3609 82
51649 49
221188 3
398 2
79609 46
5645 1
25915 21
122769 77
1399 12
83416 45
10039 1
54954 1
10730 16
2274 1
9789 34
84074 9
25992 55
6565 1
682 1
128989 33
345757 40
5230 32
80725 10
55667 24
9573 9
92736 56
399909 22
619208 7
8654 3
8459 9
406 36
10263 1
285362 44
3047 5
885 1
27293 2
84342 4
3358 20
117245 1
9898 17
10773 4
10994 402
9738 2
57228 2
84171 3
1548 22
1375 16
29956 23
91283 15
56256 38
10877 7
56287 24
5179 31
4868 156
3674 19
5218 15
51684 16
5269 2
54480 35
90410 1
8766 2
144608 20
91156 31
329 2
53904 13
2077 7
22821 11
5797 1
10551 84
11072 15
729250 6
729240 40
122183 12
729246 19
729233 13
116150 8
26166 6
7329 26
160777 3
4760 62
64983 24
51070 58
63898 58
54820 39
26035 1
79109 1
9785 5
3452 4
51135 22
64342 61
128229 1
26153 7
197370 19
57045 5
4190 1
22853 3
134701 10
55346 8
89795 30
2516 53
55859 17
2259 60
79801 12
3002 16
6247 38
8826 1
1718 5
6872 5
26579 23
22803 1
7294 28
4758 14
84464 19
8481 2
9514 31
153769 1
2678 1
6169 24
51280 2
23558 25
55784 4
1407 19
6865 78
112950 31
7798 64
1893 5
66008 5
8702 43
84891 1
8458 11
6455 37
9033 4
6646 1
10919 6
892 8
81627 2
10110 36
26958 1
6782 37
4086 29
64236 7
51156 32
6599 1
50628 1
6732 10
8677 28
29775 31
162681 31
23639 8
286257 16
55813 67
5136 38
7871 19
5602 77
5143 12
25855 8
9382 6
2978 11
118142757 4
5862 1
115992 1
11033 2
5764 8
139604 1
114770 79
143884 216
3669 1
204219 16
90007 5
445328 20
3695 47
55631 52
342184 12
9261 4
28957 108
23016 1
27158 51
23589 77
2175 13
23543 7
9031 13
79001 1
542767 7
51442 7
647286 1
494514 1
1244 34
3630 15
1605 1
114771 15
100287399 7
4514 1
115548 62
118924 23
29970 2
1298 13
54920 1
6293 1
50489 2
8499 3
5105 6
8323 19
10376 1
1363 71
54971 5
64748 42
155382 18
22826 57
9804 35
79777 28
54665 54
53353 15
56181 192
23539 6
862 12
56980 18
57733 1
9134 20
10155 1
7297 119
55215 2
1446 88
100526664 15
4065 39
4803 131
57697 15
83475 1
220992 3
256987 83
2256 4
3800 5
23034 1
55014 8
266 10
64326 7
57143 36
113835 17
219621 5
5445 15
284613 1
51473 15
9179 6
79768 9
7718 1
9778 31
7539 109
79444 48
64801 25
5335 3
6590 34
51438 31
1795 119
494119 1
57186 31
27097 3
55823 1
1112 6
382 1
9312 1
121642 1
997 7
58504 15
338398 2
130827 3
392 3
51330 3
55856 33
3760 16
10342 13
56144 1
84179 63
10948 8
9253 51
10131 6
414157 8
5496 19
4675 1
23120 125
203069 22
51343 15
7484 46
56652 1
65094 126
55722 2
51133 133
6137 117
149483 41
2634 25
5869 7
5003 7
6588 8
60682 21
23247 9
5499 8
567 17
5624 14
5966 11
5535 5
56097 3
6139 43
1453 74
8802 1
4147 3
55081 13
6281 18
10242 14
6209 3
8711 23
4036 80
145407 11
10959 2
3169 152
158798 1
100507050 4
7564 42
55176 11
9905 15
30811 11
3683 36
10650 31
55890 8
57136 48
119710 85
23551 128
79006 46
7100 67
10094 10
2990 4
324 16
1137 12
9075 11
6094 394
93010 13
57634 1
132320 1
6119 52
84277 23
602 48
11315 6
79625 72
7224 12
197 38
79627 12
78994 31
7052 44
6855 51
7102 109
22904 12
10939 89
221504 1
335 31
26355 30
4338 1
1675 58
10136 21
57732 12
23411 18
2800 1
460 26
219 2
124923 1
9724 23
55327 9
51626 1
8318 9
9788 3
5865 1
984 87
5450 51
23299 79
22839 2
167127 6
6672 3
55269 1
200576 41
7327 40
1755 20
8631 77
553115 9
56271 5
441549 1
11107 33
11180 173
4287 29
57555 10
58498 1
221184 23
115399 3
8906 2
10321 82
10738 1
7358 41
6573 5
56155 2
9967 13
1649 3
4715 1
57705 6
337 21
3106 2
79142 5
9659 10
84450 16
64753 2
6522 13
197131 2
2110 2
55850 6
975 18
23023 118
6888 5
93145 1
80213 10
6451 4
136319 52
100132406 36
27161 16
26092 2
957 2
1482 3
54813 14
154807 11
11012 9
100652748 1
1203 20
6138 1
7171 7
201799 5
4879 5
79724 22
150094 2
102724428 57
864 5
63899 2
25932 65
8939 147
3006 2
83667 41
166815 115
57706 1
9487 23
119 1
4070 2
2959 100
6722 53
7786 28
4313 2
2785 24
54989 1
146849 158
11280 7
80232 5
22928 25
57724 14
63951 82
9088 11
2776 15
1073 23
57507 29
51009 25
3196 16
797 1
55800 3
10529 5
219293 17
5277 8
162427 16
558 26
1535 19
90121 2
84071 3
6721 39
7844 24
6364 14
55211 23
5687 2
115825 3
11065 206
80254 26
51582 31
8175 4
7476 54
8547 24
64853 23
54704 159
4696 1
1642 255
343637 8
4794 19
51374 2
93986 42
2026 2
90550 1
56061 1
431707 109
6543 1
440387 39
64969 1
388121 53
27440 28
1201 8
9217 1
10073 55
23049 60
7770 2
79741 161
114799 13
132204 31
3447 31
3439 14
5184 19
83657 14
196463 82
23368 12
11099 4
137886 9
9117 2
7107 2
10900 69
64097 25
7249 1
81565 1
160428 16
3036 7
353132 16
55600 2
50626 60
4117 20
8031 9
647024 2
638 17
93166 8
84542 69
56895 46
146691 11
51593 91
10716 1
171482 1
93627 99
54870 40
7295 10
79753 5
286148 13
200916 5
4897 8
7068 25
9685 4
2145 10
152816 1
10060 23
9908 38
81848 25
84892 21
433 29
64900 86
50626 19
7936 27
85457 1
440193 1
64420 14
216 1
112476 8
23784 1
6001 2
84888 63
10735 6
5050 4
5630 7
59341 1
9922 32
79716 51
10450 7
8312 4
64760 123
79848 10
23423 3
9973 3
84641 12
1770 1
7531 20
1164 202
4110 38
8446 13
2188 18
23284 138
80775 4
5927 47
126003 23
339168 18
3292 2
23242 83
80705 14
441519 1
79147 3
4499 163
23530 1
79019 1
23329 49
79730 14
91947 1
55914 5
79736 25
259217 6
5348 2
51527 1
23598 4
23403 32
83449 26
5350 34
10825 1
6603 45
1998 33
100 1
51130 4
100302652 64
23041 3
165055 3
56477 28
26012 27
23360 1
118611 2
671 1
126248 12
3232 8
7536 29
10755 1
54576 38
7984 29
93973 1
8546 17
54916 8
6887 12
202559 46
55765 1
51693 27
9627 33
347735 18
114785 1
91978 136
51111 6
64839 8
55559 1
9326 31
124535 3
4544 15
79763 19
3806 5
363 9
29082 1
786 2
374882 2
100289678 39
7042 1
254359 16
115677 1
435 1
2993 9
9476 72
79713 1
151648 1
57600 2
6560 42
5634 1
157773 33
445329 18
6818 61
337882 32
121536 96
4118 12
1856 31
80017 12
55591 5
57559 3
8754 13
339779 5
128821 365
4747 1
8666 10
374383 341
9276 13
50943 1
22871 4
140 65
9052 18
85445 5
27314 55
23075 22
253190 1
51754 42
1996 27
5130 30
740 2
7750 5
10051 3
13 38
80312 15
64083 1
2177 37
5670 1
26285 16
27036 2
6690 5
100131608 6
100133251 1
65125 34
2979 10
80309 9
8546 4
51286 4
54552 21
9448 1
11133 1
23136 69
9772 7
440275 182
54509 6
128414 19
1118 5
57529 1
29883 1
6801 33
79740 152
4539 1
3866 35
8543 9
978 110
1008 1
27032 3
23462 3
489 21
11062 1
7471 19
829 34
10399 61
1417 21
9841 1
440689 56
1181 46
1606 66
23349 10
730087 1
27257 2
55777 2
820 13
7372 1
7746 1
6185 1
24149 1
4801 144
138199 22
1965 4
10907 1
401494 23
23654 8
220004 25
8399 1
157638 12
124935 24
2794 5
60485 16
5018 21
1122 37
160897 57
286319 30
7403 6
114571 34
7681 29
55894 4
414325 24
140606 15
9166 54
147183 47
55700 2
284346 1
2157 3
10921 46
145226 1
57149 1
132949 2
307 10
6834 7
134549 55
54927 9
2866 2
5269 1
3549 1
153443 15
4858 13
10497 5
4188 5
286097 75
7253 42
5409 32
7220 1
5526 10
10617 315
195814 14
11211 147
10565 86
2300 6
11035 7
523 21
4666 63
10849 8
10914 74
4302 108
1457 3
51056 1
5664 43
100142659 26
65124 1
123 26
81570 1
5551 193
55164 1
57596 4
57648 14
57540 12
22852 17
10587 16
9712 7
55280 8
5837 1
340205 1
387338 2
84276 10
1019 7
8879 23
514 1
4864 8
3601 12
9858 6
79441 9
253461 37
116986 1
1443 52
1442 18
4666 1
7923 12
26353 2
29914 13
444 9
51380 36
84289 8
5802 8
4294 31
84947 17
144699 10
2275 3
529 1
283455 54
6778 5
10498 1
55208 1
221476 1
8774 38
57182 9
94274 4
7051 20
1635 2
10647 2
5296 168
56923 41
92482 8
11333 22
27315 147
4927 1
2844 9
9554 25
7296 2
285346 55
200403 9
63922 9
1473 50
1812 1
138474 27
282890 7
132789 149
4924 10
3821 131
9343 29
54438 1
440533 17
6528 19
8277 1
2948 30
55588 100
80208 14
246213 56
282974 1
8193 7
4301 29
1264 1
4193 25
10483 1
137994 28
84261 3
1650 1
1750 55
56926 2
126328 14
11075 38
63905 4
118429 1
842 19
301 34
65003 8
1347 3
23061 4
3433 11
4200 12
6515 5
146325 7
29894 8
8482 89
64399 26
654231 22
132949 10
342372 8
3608 54
56910 1
2560 1
199675 33
440400 147
2151 8
51035 6
83452 69
3959 7
55200 9
5531 7
26984 13
84126 2
3702 95
29943 74
389114 4
23515 34
9230 10
6144 46
124093 9
3146 46
57226 4
84337 1
29058 2
4217 1
3065 89
3767 13
92259 1
339231 5
1491 16
343068 73
219844 13
10409 40
2242 1
221527 49
9847 23
23119 12
64651 60
6272 1
79077 10
4225 2
57717 8
25840 8
9231 1
57594 19
54149 7
8100 8
2064 12
283248 3
28998 15
9242 1
116969 4
64783 2
9175 1
6868 38
196374 48
4111 1
4008 4
84955 1
6361 1
55251 16
386724 2
91523 45
54207 102
10196 2
51094 2
10916 9
6578 2
143471 74
6383 1
9595 2
8626 23
11159 73
56623 15
55166 10
7078 9
353288 4
64858 11
392307 37
27232 2
51016 2
6446 32
29126 80
1562 7
6780 17
8892 6
10280 1
83850 7
58484 12
89978 2
29966 4
51804 46
84899 10
1523 26
26658 10
401145 3
10657 87
64115 11
27121 1
4101 57
266740 2
874 37
83992 1
84078 3
80757 39
7982 12
2339 47
55664 1
283927 23
26503 25
440730 9
79887 1
54468 1
1141 1
29085 4
26873 7
10365 3
1827 2
64757 2
57680 26
24137 9
206338 25
51562 20
9020 1
54885 6
2068 1
137209 72
25974 43
132141 36
54499 16
283212 5
83550 7
114784 22
79726 5
26123 12
338879 65
55617 7
83417 2
51121 27
29850 134
3182 22
6687 3
2488 296
79004 25
56129 17
4665 25
51514 7
11188 1
128497 17
115294 11
1175 1
79780 3
202915 7
23673 3
2330 44
114625 1
83892 30
9879 1
55561 5
401409 3
6635 41
7917 27
1855 83
6150 1
83874 7
339804 20
8907 55
340204 24
1759 3
2592 6
55531 54
4336 2
26973 38
6726 1
1198 46
126410 72
54926 5
1497 6
65080 13
3990 6
7728 25
79603 8
23214 6
4438 1
5045 5
10979 8
170691 1
6297 5
9334 29
26354 44
51524 35
1805 1
256223 2
5168 37
5900 38
2212 1
2765 1
4881 7
57408 1
26341 1
23020 66
6997 1
10492 3
84678 1
7005 135
339324 38
3066 5
10964 35
116068 5
6642 29
5190 99
79729 12
55321 27
53947 7
1104 1
23210 1
8000 2
338761 4
84811 6
6188 1
6854 64
84033 25
3140 1
57546 121
996 130
139067 28
64222 4
6282 9
79798 14
25886 48
114804 5
200894 2
56062 62
375449 82
3397 8
6883 80
5029 4
